pmid,query,search_type,page
35484894,Malignant Peripheral Nerve Sheath Tumors,pubdate_desc,2
35393544,Malignant Peripheral Nerve Sheath Tumors,pubdate_desc,2
31775340,McArdle Disease,relevance,1
34160155,McArdle Disease,relevance,1
25391139,McArdle Disease,relevance,1
35052414,McArdle Disease,relevance,1
33549200,McArdle Disease,relevance,1
26465709,McArdle Disease,relevance,1
18833216,McArdle Disease,relevance,1
17915571,McArdle Disease,relevance,1
22161416,McArdle Disease,relevance,1
26559449,McArdle Disease,relevance,1
25028051,McArdle Disease,relevance,2
25914343,McArdle Disease,relevance,2
34269712,McArdle Disease,relevance,2
32735634,McArdle Disease,relevance,2
30074569,McArdle Disease,relevance,2
24282836,McArdle Disease,relevance,2
30534954,McArdle Disease,relevance,2
7662715,McArdle Disease,relevance,2
18425888,McArdle Disease,relevance,2
21154353,McArdle Disease,relevance,2
35576861,McArdle Disease,pubdate_desc,1
35174518,McArdle Disease,pubdate_desc,1
35150142,McArdle Disease,pubdate_desc,1
35486202,McArdle Disease,pubdate_desc,1
35563042,McArdle Disease,pubdate_desc,1
35464873,McArdle Disease,pubdate_desc,1
35439216,McArdle Disease,pubdate_desc,1
35454873,McArdle Disease,pubdate_desc,1
34739082,McArdle Disease,pubdate_desc,1
35192358,McArdle Disease,pubdate_desc,1
35089317,McArdle Disease,pubdate_desc,2
34782065,McArdle Disease,pubdate_desc,2
35465342,McArdle Disease,pubdate_desc,2
35351818,McArdle Disease,pubdate_desc,2
35338174,McArdle Disease,pubdate_desc,2
35022222,McArdle Disease,pubdate_desc,2
35320153,McArdle Disease,pubdate_desc,2
35085960,McArdle Disease,pubdate_desc,2
34898394,McArdle Disease,pubdate_desc,2
35444719,McArdle Disease,pubdate_desc,2
17604717,Akt/PKB signalling pathway,relevance,1
15784165,Akt/PKB signalling pathway,relevance,1
32502837,Akt/PKB signalling pathway,relevance,1
16603397,Akt/PKB signalling pathway,relevance,1
30741586,Akt/PKB signalling pathway,relevance,1
16288295,Akt/PKB signalling pathway,relevance,1
20515819,Akt/PKB signalling pathway,relevance,1
11882383,Akt/PKB signalling pathway,relevance,1
24794538,Akt/PKB signalling pathway,relevance,1
33019927,Akt/PKB signalling pathway,relevance,1
26071042,Akt/PKB signalling pathway,relevance,2
24800899,Akt/PKB signalling pathway,relevance,2
15569636,Akt/PKB signalling pathway,relevance,2
18288941,Akt/PKB signalling pathway,relevance,2
23297823,Akt/PKB signalling pathway,relevance,2
14619975,Akt/PKB signalling pathway,relevance,2
26348913,Akt/PKB signalling pathway,relevance,2
23971717,Akt/PKB signalling pathway,relevance,2
32271398,Akt/PKB signalling pathway,relevance,2
33113244,Akt/PKB signalling pathway,relevance,2
35163623,Akt/PKB signalling pathway,pubdate_desc,1
34848462,Akt/PKB signalling pathway,pubdate_desc,1
34772336,Akt/PKB signalling pathway,pubdate_desc,1
34711805,Akt/PKB signalling pathway,pubdate_desc,1
34407201,Akt/PKB signalling pathway,pubdate_desc,1
34157521,Akt/PKB signalling pathway,pubdate_desc,1
34174504,Akt/PKB signalling pathway,pubdate_desc,1
34161152,Akt/PKB signalling pathway,pubdate_desc,1
33960434,Akt/PKB signalling pathway,pubdate_desc,1
32160078,Akt/PKB signalling pathway,pubdate_desc,1
33785835,Akt/PKB signalling pathway,pubdate_desc,2
33741019,Akt/PKB signalling pathway,pubdate_desc,2
33690729,Akt/PKB signalling pathway,pubdate_desc,2
33658617,Akt/PKB signalling pathway,pubdate_desc,2
33113244,Akt/PKB signalling pathway,pubdate_desc,2
33385405,Akt/PKB signalling pathway,pubdate_desc,2
33393983,Akt/PKB signalling pathway,pubdate_desc,2
33615993,Akt/PKB signalling pathway,pubdate_desc,2
33531984,Akt/PKB signalling pathway,pubdate_desc,2
33273014,Akt/PKB signalling pathway,pubdate_desc,2
21892142,AMPK signalling pathway,relevance,1
28232179,AMPK signalling pathway,relevance,1
28407774,AMPK signalling pathway,relevance,1
19629071,AMPK signalling pathway,relevance,1
26616193,AMPK signalling pathway,relevance,1
31195981,AMPK signalling pathway,relevance,1
28622524,AMPK signalling pathway,relevance,1
35196887,AMPK signalling pathway,relevance,1
28408430,AMPK signalling pathway,relevance,1
31747940,AMPK signalling pathway,relevance,1
30304866,AMPK signalling pathway,relevance,2
34547233,AMPK signalling pathway,relevance,2
29592806,AMPK signalling pathway,relevance,2
27919039,AMPK signalling pathway,relevance,2
30867601,AMPK signalling pathway,relevance,2
26303471,AMPK signalling pathway,relevance,2
34517004,AMPK signalling pathway,relevance,2
22369257,AMPK signalling pathway,relevance,2
22186033,AMPK signalling pathway,relevance,2
23080146,AMPK signalling pathway,relevance,2
35531887,AMPK signalling pathway,pubdate_desc,1
35416120,AMPK signalling pathway,pubdate_desc,1
34860639,AMPK signalling pathway,pubdate_desc,1
35341975,AMPK signalling pathway,pubdate_desc,1
35192892,AMPK signalling pathway,pubdate_desc,1
35351574,AMPK signalling pathway,pubdate_desc,1
35419614,AMPK signalling pathway,pubdate_desc,1
35405150,AMPK signalling pathway,pubdate_desc,1
35390465,AMPK signalling pathway,pubdate_desc,1
35358642,AMPK signalling pathway,pubdate_desc,1
35191604,AMPK signalling pathway,pubdate_desc,2
35122618,AMPK signalling pathway,pubdate_desc,2
35094205,AMPK signalling pathway,pubdate_desc,2
35029796,AMPK signalling pathway,pubdate_desc,2
35502961,AMPK signalling pathway,pubdate_desc,2
35472029,AMPK signalling pathway,pubdate_desc,2
35603508,AMPK signalling pathway,pubdate_desc,2
35591763,AMPK signalling pathway,pubdate_desc,2
34919659,AMPK signalling pathway,pubdate_desc,2
35597494,AMPK signalling pathway,pubdate_desc,2
21513494,cAMP-dependent pathway,relevance,1
9159230,cAMP-dependent pathway,relevance,1
30517935,cAMP-dependent pathway,relevance,1
8001734,cAMP-dependent pathway,relevance,1
27505161,cAMP-dependent pathway,relevance,1
17613552,cAMP-dependent pathway,relevance,1
34930556,cAMP-dependent pathway,relevance,1
18362103,cAMP-dependent pathway,relevance,1
35444523,cAMP-dependent pathway,relevance,1
19514907,cAMP-dependent pathway,relevance,1
22532442,cAMP-dependent pathway,relevance,2
34318548,cAMP-dependent pathway,relevance,2
30285481,cAMP-dependent pathway,relevance,2
18842094,cAMP-dependent pathway,relevance,2
12884295,cAMP-dependent pathway,relevance,2
18200529,cAMP-dependent pathway,relevance,2
15683856,cAMP-dependent pathway,relevance,2
20685861,cAMP-dependent pathway,relevance,2
29788183,cAMP-dependent pathway,relevance,2
21512445,cAMP-dependent pathway,relevance,2
35346821,cAMP-dependent pathway,pubdate_desc,1
35114419,cAMP-dependent pathway,pubdate_desc,1
35502650,cAMP-dependent pathway,pubdate_desc,1
35580505,cAMP-dependent pathway,pubdate_desc,1
35508131,cAMP-dependent pathway,pubdate_desc,1
35471239,cAMP-dependent pathway,pubdate_desc,1
35392963,cAMP-dependent pathway,pubdate_desc,1
35444523,cAMP-dependent pathway,pubdate_desc,1
35301221,cAMP-dependent pathway,pubdate_desc,1
35297486,cAMP-dependent pathway,pubdate_desc,1
35392264,cAMP-dependent pathway,pubdate_desc,2
35455394,cAMP-dependent pathway,pubdate_desc,2
35327621,cAMP-dependent pathway,pubdate_desc,2
35345315,cAMP-dependent pathway,pubdate_desc,2
35236775,cAMP-dependent pathway,pubdate_desc,2
35063859,cAMP-dependent pathway,pubdate_desc,2
35227018,cAMP-dependent pathway,pubdate_desc,2
34774353,cAMP-dependent pathway,pubdate_desc,2
35115501,cAMP-dependent pathway,pubdate_desc,2
35066792,cAMP-dependent pathway,pubdate_desc,2
23093422,Eph/ephrin signalling pathway,relevance,1
33123992,Eph/ephrin signalling pathway,relevance,1
30771305,Eph/ephrin signalling pathway,relevance,1
25922200,Eph/ephrin signalling pathway,relevance,1
29901151,Eph/ephrin signalling pathway,relevance,1
18281458,Eph/ephrin signalling pathway,relevance,1
33798261,Eph/ephrin signalling pathway,relevance,1
30343150,Eph/ephrin signalling pathway,relevance,1
29624789,Eph/ephrin signalling pathway,relevance,1
25482631,Eph/ephrin signalling pathway,relevance,1
28780190,Eph/ephrin signalling pathway,relevance,2
25903642,Eph/ephrin signalling pathway,relevance,2
23628727,Eph/ephrin signalling pathway,relevance,2
23021982,Eph/ephrin signalling pathway,relevance,2
18781894,Eph/ephrin signalling pathway,relevance,2
22040910,Eph/ephrin signalling pathway,relevance,2
18353626,Eph/ephrin signalling pathway,relevance,2
25482632,Eph/ephrin signalling pathway,relevance,2
29360434,Eph/ephrin signalling pathway,relevance,2
21952679,Eph/ephrin signalling pathway,relevance,2
35269901,Eph/ephrin signalling pathway,pubdate_desc,1
35096972,Eph/ephrin signalling pathway,pubdate_desc,1
34978559,Eph/ephrin signalling pathway,pubdate_desc,1
35606056,Eph/ephrin signalling pathway,pubdate_desc,1
34242659,Eph/ephrin signalling pathway,pubdate_desc,1
34854885,Eph/ephrin signalling pathway,pubdate_desc,1
34638814,Eph/ephrin signalling pathway,pubdate_desc,1
34426652,Eph/ephrin signalling pathway,pubdate_desc,1
34338780,Eph/ephrin signalling pathway,pubdate_desc,1
34445116,Eph/ephrin signalling pathway,pubdate_desc,1
33383489,Eph/ephrin signalling pathway,pubdate_desc,2
33999116,Eph/ephrin signalling pathway,pubdate_desc,2
33798261,Eph/ephrin signalling pathway,pubdate_desc,2
33893375,Eph/ephrin signalling pathway,pubdate_desc,2
33123992,Eph/ephrin signalling pathway,pubdate_desc,2
32843430,Eph/ephrin signalling pathway,pubdate_desc,2
32781521,Eph/ephrin signalling pathway,pubdate_desc,2
32439756,Eph/ephrin signalling pathway,pubdate_desc,2
32404061,Eph/ephrin signalling pathway,pubdate_desc,2
32314898,Eph/ephrin signalling pathway,pubdate_desc,2
30081498,Hedgehog signalling pathway,relevance,1
23719536,Hedgehog signalling pathway,relevance,1
31267361,Hedgehog signalling pathway,relevance,1
26023726,Hedgehog signalling pathway,relevance,1
26839340,Hedgehog signalling pathway,relevance,1
27140856,Hedgehog signalling pathway,relevance,1
30733609,Hedgehog signalling pathway,relevance,1
34918401,Hedgehog signalling pathway,relevance,1
27147489,Hedgehog signalling pathway,relevance,1
17652055,Hedgehog signalling pathway,relevance,1
10630637,Hedgehog signalling pathway,relevance,2
18379584,Hedgehog signalling pathway,relevance,2
16285967,Hedgehog signalling pathway,relevance,2
34480080,Hedgehog signalling pathway,relevance,2
23547970,Hedgehog signalling pathway,relevance,2
11276000,Hedgehog signalling pathway,relevance,2
19659449,Hedgehog signalling pathway,relevance,2
33994358,Hedgehog signalling pathway,relevance,2
10728988,Hedgehog signalling pathway,relevance,2
31092502,Hedgehog signalling pathway,relevance,2
35468034,Hedgehog signalling pathway,pubdate_desc,1
34957932,Hedgehog signalling pathway,pubdate_desc,1
35512489,Hedgehog signalling pathway,pubdate_desc,1
35490551,Hedgehog signalling pathway,pubdate_desc,1
35027172,Hedgehog signalling pathway,pubdate_desc,1
35581586,Hedgehog signalling pathway,pubdate_desc,1
34580078,Hedgehog signalling pathway,pubdate_desc,1
35536234,Hedgehog signalling pathway,pubdate_desc,1
35535645,Hedgehog signalling pathway,pubdate_desc,1
35563656,Hedgehog signalling pathway,pubdate_desc,1
35521940,Hedgehog signalling pathway,pubdate_desc,2
35318034,Hedgehog signalling pathway,pubdate_desc,2
35082167,Hedgehog signalling pathway,pubdate_desc,2
35505292,Hedgehog signalling pathway,pubdate_desc,2
35504891,Hedgehog signalling pathway,pubdate_desc,2
35543155,Hedgehog signalling pathway,pubdate_desc,2
35531688,Hedgehog signalling pathway,pubdate_desc,2
35531687,Hedgehog signalling pathway,pubdate_desc,2
35436011,Hedgehog signalling pathway,pubdate_desc,2
35418691,Hedgehog signalling pathway,pubdate_desc,2
30566373,Hippo signalling pathway,relevance,1
32555376,Hippo signalling pathway,relevance,1
23467301,Hippo signalling pathway,relevance,1
30546055,Hippo signalling pathway,relevance,1
33234023,Hippo signalling pathway,relevance,1
27147489,Hippo signalling pathway,relevance,1
31341276,Hippo signalling pathway,relevance,1
32174922,Hippo signalling pathway,relevance,1
31174842,Hippo signalling pathway,relevance,1
29589535,Hippo signalling pathway,relevance,1
32779318,Hippo signalling pathway,relevance,2
30111784,Hippo signalling pathway,relevance,2
32697358,Hippo signalling pathway,relevance,2
28782275,Hippo signalling pathway,relevance,2
33121418,Hippo signalling pathway,relevance,2
28003431,Hippo signalling pathway,relevance,2
33436549,Hippo signalling pathway,relevance,2
27300434,Hippo signalling pathway,relevance,2
31072060,Hippo signalling pathway,relevance,2
31718770,Hippo signalling pathway,relevance,2
35500936,Hippo signalling pathway,pubdate_desc,1
35427800,Hippo signalling pathway,pubdate_desc,1
35299002,Hippo signalling pathway,pubdate_desc,1
34881506,Hippo signalling pathway,pubdate_desc,1
35599283,Hippo signalling pathway,pubdate_desc,1
35429439,Hippo signalling pathway,pubdate_desc,1
35562348,Hippo signalling pathway,pubdate_desc,1
35533255,Hippo signalling pathway,pubdate_desc,1
34132777,Hippo signalling pathway,pubdate_desc,1
35339477,Hippo signalling pathway,pubdate_desc,1
35508987,Hippo signalling pathway,pubdate_desc,2
35046109,Hippo signalling pathway,pubdate_desc,2
35565411,Hippo signalling pathway,pubdate_desc,2
35503798,Hippo signalling pathway,pubdate_desc,2
35476518,Hippo signalling pathway,pubdate_desc,2
35290241,Hippo signalling pathway,pubdate_desc,2
35560009,Hippo signalling pathway,pubdate_desc,2
35483516,Hippo signalling pathway,pubdate_desc,2
35220672,Hippo signalling pathway,pubdate_desc,2
35084661,Hippo signalling pathway,pubdate_desc,2
27614806,Insulin signal transduction pathway,relevance,1
28527919,Insulin signal transduction pathway,relevance,1
30485760,Insulin signal transduction pathway,relevance,1
21680985,Insulin signal transduction pathway,relevance,1
34445300,Insulin signal transduction pathway,relevance,1
30739869,Insulin signal transduction pathway,relevance,1
11897402,Insulin signal transduction pathway,relevance,1
28213398,Insulin signal transduction pathway,relevance,1
34203830,Insulin signal transduction pathway,relevance,1
33893069,Insulin signal transduction pathway,relevance,1
33730188,Insulin signal transduction pathway,relevance,2
26442674,Insulin signal transduction pathway,relevance,2
25468647,Insulin signal transduction pathway,relevance,2
27746033,Insulin signal transduction pathway,relevance,2
33131771,Insulin signal transduction pathway,relevance,2
27035884,Insulin signal transduction pathway,relevance,2
29932983,Insulin signal transduction pathway,relevance,2
9609112,Insulin signal transduction pathway,relevance,2
28352665,Insulin signal transduction pathway,relevance,2
8725404,Insulin signal transduction pathway,relevance,2
35416120,Insulin signal transduction pathway,pubdate_desc,1
35244516,Insulin signal transduction pathway,pubdate_desc,1
35364187,Insulin signal transduction pathway,pubdate_desc,1
35395244,Insulin signal transduction pathway,pubdate_desc,1
35452125,Insulin signal transduction pathway,pubdate_desc,1
35390501,Insulin signal transduction pathway,pubdate_desc,1
35338991,Insulin signal transduction pathway,pubdate_desc,1
35334101,Insulin signal transduction pathway,pubdate_desc,1
35304047,Insulin signal transduction pathway,pubdate_desc,1
35288456,Insulin signal transduction pathway,pubdate_desc,1
35247149,Insulin signal transduction pathway,pubdate_desc,2
35150389,Insulin signal transduction pathway,pubdate_desc,2
35143900,Insulin signal transduction pathway,pubdate_desc,2
35093552,Insulin signal transduction pathway,pubdate_desc,2
35066640,Insulin signal transduction pathway,pubdate_desc,2
34997549,Insulin signal transduction pathway,pubdate_desc,2
34729776,Insulin signal transduction pathway,pubdate_desc,2
35595748,Insulin signal transduction pathway,pubdate_desc,2
35605891,Insulin signal transduction pathway,pubdate_desc,2
35596156,Insulin signal transduction pathway,pubdate_desc,2
31972425,JAK-STAT signalling pathway,relevance,1
17312100,JAK-STAT signalling pathway,relevance,1
9716487,JAK-STAT signalling pathway,relevance,1
33290193,JAK-STAT signalling pathway,relevance,1
28323260,JAK-STAT signalling pathway,relevance,1
29589535,JAK-STAT signalling pathway,relevance,1
33094561,JAK-STAT signalling pathway,relevance,1
29191719,JAK-STAT signalling pathway,relevance,1
12773095,JAK-STAT signalling pathway,relevance,1
32589961,JAK-STAT signalling pathway,relevance,1
15561980,JAK-STAT signalling pathway,relevance,2
32239204,JAK-STAT signalling pathway,relevance,2
34074294,JAK-STAT signalling pathway,relevance,2
10071751,JAK-STAT signalling pathway,relevance,2
28716890,JAK-STAT signalling pathway,relevance,2
22383755,JAK-STAT signalling pathway,relevance,2
33382412,JAK-STAT signalling pathway,relevance,2
10407422,JAK-STAT signalling pathway,relevance,2
30964573,JAK-STAT signalling pathway,relevance,2
18708154,JAK-STAT signalling pathway,relevance,2
35337852,JAK-STAT signalling pathway,pubdate_desc,1
35522243,JAK-STAT signalling pathway,pubdate_desc,1
35468468,JAK-STAT signalling pathway,pubdate_desc,1
35468439,JAK-STAT signalling pathway,pubdate_desc,1
35435512,JAK-STAT signalling pathway,pubdate_desc,1
35367240,JAK-STAT signalling pathway,pubdate_desc,1
35263451,JAK-STAT signalling pathway,pubdate_desc,1
35219163,JAK-STAT signalling pathway,pubdate_desc,1
35276290,JAK-STAT signalling pathway,pubdate_desc,1
35605432,JAK-STAT signalling pathway,pubdate_desc,1
35590365,JAK-STAT signalling pathway,pubdate_desc,2
35602902,JAK-STAT signalling pathway,pubdate_desc,2
35543929,JAK-STAT signalling pathway,pubdate_desc,2
35543437,JAK-STAT signalling pathway,pubdate_desc,2
35442061,JAK-STAT signalling pathway,pubdate_desc,2
35538578,JAK-STAT signalling pathway,pubdate_desc,2
35600392,JAK-STAT signalling pathway,pubdate_desc,2
35563546,JAK-STAT signalling pathway,pubdate_desc,2
35443129,JAK-STAT signalling pathway,pubdate_desc,2
35248553,JAK-STAT signalling pathway,pubdate_desc,2
26096166,MAPK/ERK signalling pathway,relevance,1
24948110,MAPK/ERK signalling pathway,relevance,1
30568656,MAPK/ERK signalling pathway,relevance,1
29041978,MAPK/ERK signalling pathway,relevance,1
29917203,MAPK/ERK signalling pathway,relevance,1
34497368,MAPK/ERK signalling pathway,relevance,1
32605090,MAPK/ERK signalling pathway,relevance,1
33524789,MAPK/ERK signalling pathway,relevance,1
31005720,MAPK/ERK signalling pathway,relevance,1
32521910,MAPK/ERK signalling pathway,relevance,1
29210287,MAPK/ERK signalling pathway,relevance,2
33428963,MAPK/ERK signalling pathway,relevance,2
28353145,MAPK/ERK signalling pathway,relevance,2
33258403,MAPK/ERK signalling pathway,relevance,2
33865878,MAPK/ERK signalling pathway,relevance,2
33628588,MAPK/ERK signalling pathway,relevance,2
33441641,MAPK/ERK signalling pathway,relevance,2
33068678,MAPK/ERK signalling pathway,relevance,2
32614521,MAPK/ERK signalling pathway,relevance,2
28933629,MAPK/ERK signalling pathway,relevance,2
35479117,MAPK/ERK signalling pathway,pubdate_desc,1
35398393,MAPK/ERK signalling pathway,pubdate_desc,1
35319903,MAPK/ERK signalling pathway,pubdate_desc,1
35246694,MAPK/ERK signalling pathway,pubdate_desc,1
35219164,MAPK/ERK signalling pathway,pubdate_desc,1
35156226,MAPK/ERK signalling pathway,pubdate_desc,1
35156117,MAPK/ERK signalling pathway,pubdate_desc,1
35538869,MAPK/ERK signalling pathway,pubdate_desc,1
35378275,MAPK/ERK signalling pathway,pubdate_desc,1
35066822,MAPK/ERK signalling pathway,pubdate_desc,1
35271698,MAPK/ERK signalling pathway,pubdate_desc,2
35231173,MAPK/ERK signalling pathway,pubdate_desc,2
35454174,MAPK/ERK signalling pathway,pubdate_desc,2
35442377,MAPK/ERK signalling pathway,pubdate_desc,2
35387878,MAPK/ERK signalling pathway,pubdate_desc,2
35151202,MAPK/ERK signalling pathway,pubdate_desc,2
35279428,MAPK/ERK signalling pathway,pubdate_desc,2
34990789,MAPK/ERK signalling pathway,pubdate_desc,2
34872158,MAPK/ERK signalling pathway,pubdate_desc,2
34614271,MAPK/ERK signalling pathway,pubdate_desc,2
22408430,mTOR signalling pathway,relevance,1
33387880,mTOR signalling pathway,relevance,1
33272176,mTOR signalling pathway,relevance,1
25924008,mTOR signalling pathway,relevance,1
31186084,mTOR signalling pathway,relevance,1
31937935,mTOR signalling pathway,relevance,1
32202188,mTOR signalling pathway,relevance,1
32899412,mTOR signalling pathway,relevance,1
31215384,mTOR signalling pathway,relevance,1
31120172,mTOR signalling pathway,relevance,1
24780124,mTOR signalling pathway,relevance,2
27578176,mTOR signalling pathway,relevance,2
25169472,mTOR signalling pathway,relevance,2
29247557,mTOR signalling pathway,relevance,2
18241520,mTOR signalling pathway,relevance,2
32306421,mTOR signalling pathway,relevance,2
34425525,mTOR signalling pathway,relevance,2
23863161,mTOR signalling pathway,relevance,2
21157483,mTOR signalling pathway,relevance,2
19629071,mTOR signalling pathway,relevance,2
35253622,mTOR signalling pathway,pubdate_desc,1
35531887,mTOR signalling pathway,pubdate_desc,1
35060842,mTOR signalling pathway,pubdate_desc,1
35176713,mTOR signalling pathway,pubdate_desc,1
35487271,mTOR signalling pathway,pubdate_desc,1
35398500,mTOR signalling pathway,pubdate_desc,1
35525235,mTOR signalling pathway,pubdate_desc,1
35341975,mTOR signalling pathway,pubdate_desc,1
35192892,mTOR signalling pathway,pubdate_desc,1
35286933,mTOR signalling pathway,pubdate_desc,1
35514314,mTOR signalling pathway,pubdate_desc,2
35464304,mTOR signalling pathway,pubdate_desc,2
35447531,mTOR signalling pathway,pubdate_desc,2
35445737,mTOR signalling pathway,pubdate_desc,2
35419614,mTOR signalling pathway,pubdate_desc,2
35405150,mTOR signalling pathway,pubdate_desc,2
35390501,mTOR signalling pathway,pubdate_desc,2
35390465,mTOR signalling pathway,pubdate_desc,2
35366325,mTOR signalling pathway,pubdate_desc,2
35358642,mTOR signalling pathway,pubdate_desc,2
30849371,Nodal signalling pathway,relevance,1
31740534,Nodal signalling pathway,relevance,1
27836834,Nodal signalling pathway,relevance,1
25670788,Nodal signalling pathway,relevance,1
24168186,Nodal signalling pathway,relevance,1
17616715,Nodal signalling pathway,relevance,1
30999282,Nodal signalling pathway,relevance,1
23291354,Nodal signalling pathway,relevance,1
33514588,Nodal signalling pathway,relevance,1
25349448,Nodal signalling pathway,relevance,1
23799630,Nodal signalling pathway,relevance,2
32326899,Nodal signalling pathway,relevance,2
26791244,Nodal signalling pathway,relevance,2
25156256,Nodal signalling pathway,relevance,2
25690967,Nodal signalling pathway,relevance,2
10667782,Nodal signalling pathway,relevance,2
19098895,Nodal signalling pathway,relevance,2
20066122,Nodal signalling pathway,relevance,2
11807021,Nodal signalling pathway,relevance,2
31210006,Nodal signalling pathway,relevance,2
35352808,Nodal signalling pathway,pubdate_desc,1
35294845,Nodal signalling pathway,pubdate_desc,1
35302162,Nodal signalling pathway,pubdate_desc,1
35394424,Nodal signalling pathway,pubdate_desc,1
35471355,Nodal signalling pathway,pubdate_desc,1
35290608,Nodal signalling pathway,pubdate_desc,1
35059734,Nodal signalling pathway,pubdate_desc,1
34826768,Nodal signalling pathway,pubdate_desc,1
35063126,Nodal signalling pathway,pubdate_desc,1
34176525,Nodal signalling pathway,pubdate_desc,1
35116073,Nodal signalling pathway,pubdate_desc,2
35018887,Nodal signalling pathway,pubdate_desc,2
35152983,Nodal signalling pathway,pubdate_desc,2
34982944,Nodal signalling pathway,pubdate_desc,2
34737126,Nodal signalling pathway,pubdate_desc,2
34407041,Nodal signalling pathway,pubdate_desc,2
34961841,Nodal signalling pathway,pubdate_desc,2
34739847,Nodal signalling pathway,pubdate_desc,2
34619555,Nodal signalling pathway,pubdate_desc,2
34145402,Nodal signalling pathway,pubdate_desc,2
16921404,Notch signalling pathway,relevance,1
27507209,Notch signalling pathway,relevance,1
30111989,Notch signalling pathway,relevance,1
28918490,Notch signalling pathway,relevance,1
30146333,Notch signalling pathway,relevance,1
27140856,Notch signalling pathway,relevance,1
21973022,Notch signalling pathway,relevance,1
33293690,Notch signalling pathway,relevance,1
32924269,Notch signalling pathway,relevance,1
33966637,Notch signalling pathway,relevance,1
24371188,Notch signalling pathway,relevance,2
28154375,Notch signalling pathway,relevance,2
27147489,Notch signalling pathway,relevance,2
22868267,Notch signalling pathway,relevance,2
25418913,Notch signalling pathway,relevance,2
17362357,Notch signalling pathway,relevance,2
27888167,Notch signalling pathway,relevance,2
12651094,Notch signalling pathway,relevance,2
18603295,Notch signalling pathway,relevance,2
33839617,Notch signalling pathway,relevance,2
34609265,Notch signalling pathway,pubdate_desc,1
35278557,Notch signalling pathway,pubdate_desc,1
35339508,Notch signalling pathway,pubdate_desc,1
35339643,Notch signalling pathway,pubdate_desc,1
35390742,Notch signalling pathway,pubdate_desc,1
35211828,Notch signalling pathway,pubdate_desc,1
34990001,Notch signalling pathway,pubdate_desc,1
34848204,Notch signalling pathway,pubdate_desc,1
34109563,Notch signalling pathway,pubdate_desc,1
35597360,Notch signalling pathway,pubdate_desc,1
35585601,Notch signalling pathway,pubdate_desc,2
35585598,Notch signalling pathway,pubdate_desc,2
35585515,Notch signalling pathway,pubdate_desc,2
34580078,Notch signalling pathway,pubdate_desc,2
35582617,Notch signalling pathway,pubdate_desc,2
35549993,Notch signalling pathway,pubdate_desc,2
35438097,Notch signalling pathway,pubdate_desc,2
35538578,Notch signalling pathway,pubdate_desc,2
35534526,Notch signalling pathway,pubdate_desc,2
35349492,Notch signalling pathway,pubdate_desc,2
25924008,PI3K/AKT/mTOR signalling pathway,relevance,1
33272176,PI3K/AKT/mTOR signalling pathway,relevance,1
32266056,PI3K/AKT/mTOR signalling pathway,relevance,1
28550454,PI3K/AKT/mTOR signalling pathway,relevance,1
27860216,PI3K/AKT/mTOR signalling pathway,relevance,1
31215384,PI3K/AKT/mTOR signalling pathway,relevance,1
32916254,PI3K/AKT/mTOR signalling pathway,relevance,1
25173700,PI3K/AKT/mTOR signalling pathway,relevance,1
26807863,PI3K/AKT/mTOR signalling pathway,relevance,1
25712020,PI3K/AKT/mTOR signalling pathway,relevance,1
27578176,PI3K/AKT/mTOR signalling pathway,relevance,2
31836471,PI3K/AKT/mTOR signalling pathway,relevance,2
28577493,PI3K/AKT/mTOR signalling pathway,relevance,2
30890300,PI3K/AKT/mTOR signalling pathway,relevance,2
32528402,PI3K/AKT/mTOR signalling pathway,relevance,2
27320472,PI3K/AKT/mTOR signalling pathway,relevance,2
21742593,PI3K/AKT/mTOR signalling pathway,relevance,2
16455502,PI3K/AKT/mTOR signalling pathway,relevance,2
26022660,PI3K/AKT/mTOR signalling pathway,relevance,2
29508857,PI3K/AKT/mTOR signalling pathway,relevance,2
35253622,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35176713,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35487271,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35398500,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35464304,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35445737,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35419614,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35306368,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35595748,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35562734,PI3K/AKT/mTOR signalling pathway,pubdate_desc,1
35600046,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35509067,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35507914,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35481646,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35438806,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35415942,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35378275,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35358797,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35322916,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
35300893,PI3K/AKT/mTOR signalling pathway,pubdate_desc,2
27141051,TGF beta signalling pathway,relevance,1
14534577,TGF beta signalling pathway,relevance,1
30184463,TGF beta signalling pathway,relevance,1
